name,year_start,year_end,position,height,height(inches),weight,birth_date,college
Mirsad Turkcan,2000,2000,F,9-Jun,81,236,7-Jun-76,
Hedo Turkoglu,2001,2015,F,10-Jun,82,220,19-Mar-79,
Andre Turner,1987,1992,G,11-May,71,160,13-Dec-64,University of Memphis
Elston Turner,1982,1989,G,5-Jun,77,190,10-Jun-59,University of Mississippi
Evan Turner,2011,2018,G,7-Jun,79,220,27-Oct-88,Ohio State University
Henry Turner,1990,1995,G,7-Jun,79,200,18-Aug-66,"California State University, Fullerton"
Jeff Turner,1985,1996,F,9-Jun,81,230,9-Apr-62,Vanderbilt University
John Turner,1992,1992,F,8-Jun,80,245,30-Nov-67,Phillips University
Myles Turner,2016,2018,C,11-Jun,83,243,24-Mar-96,University of Texas at Austin
Wayne Turner,2000,2000,G,2-Jun,74,190,22-Mar-76,University of Kentucky
Melvin Turpin,1985,1990,C,11-Jun,83,240,28-Dec-60,University of Kentucky
B.J. Tyler,1995,1995,G,1-Jun,73,185,30-Apr-71,University of Texas at Austin
Jeremy Tyler,2012,2014,C,10-Jun,82,260,21-Jun-91,
Edwin Ubiles,2012,2012,G,6-Jun,78,204,26-Nov-86,Siena College
Ekpe Udoh,2011,2018,C,10-Jun,82,240,20-May-87,Baylor University
Ime Udoka,2004,2011,F,6-Jun,78,215,9-Aug-77,Portland State University
Beno Udrih,2005,2017,G,3-Jun,75,205,5-Jul-82,
Roko Ukic,2009,2010,G,5-Jun,77,183,12-May-84,
Tyler Ulis,2017,2018,G,10-May,70,150,5-Jan-96,University of Kentucky
Kelvin Upshaw,1989,1991,G,2-Jun,74,180,24-Jan-63,University of Utah
Jarrod Uthoff,2017,2017,F,9-Jun,81,221,19-May-93,University of Iowa
Ben Uzoh,2011,2012,G,3-Jun,75,205,19-Mar-88,University of Tulsa
Jonas Valanciunas,2013,2018,C,Jul-00,84,265,6-May-92,
Darnell Valentine,1982,1991,G,1-Jun,73,183,3-Feb-59,University of Kansas
Denzel Valentine,2017,2018,G,6-Jun,78,212,16-Nov-93,Michigan State University
Ronnie Valentine,1981,1981,F,7-Jun,79,210,27-Nov-57,Old Dominion University
Nick Van Exel,1994,2006,G,1-Jun,73,170,27-Nov-71,University of Cincinnati
Keith Van Horn,1998,2006,F,10-Jun,82,220,23-Oct-75,University of Utah
Logan Vander Velden,1996,1996,F,8-Jun,80,215,3-Apr-71,University of Wisconsin-Green Bay
Kiki Vandeweghe,1981,1993,F,8-Jun,80,220,1-Aug-58,"University of California, Los Angeles"
Nick Vanos,1986,1987,C,1-Jul,85,255,13-Apr-63,Santa Clara University
David Vanterpool,2001,2001,G,5-Jun,77,200,31-Mar-73,St. Bonaventure University
Fred VanVleet,2017,2018,G,Jun-00,72,195,25-Feb-94,Wichita State University
Ratko Varda,2002,2002,C,1-Jul,85,260,6-May-79,
Anderson Varejao,2005,2017,F,10-Jun,82,273,28-Sep-82,
Jarvis Varnado,2013,2014,F,9-Jun,81,230,1-Mar-88,Mississippi State University
Greivis Vasquez,2011,2017,G,6-Jun,78,217,16-Jan-87,University of Maryland
David Vaughn,1996,1999,F,9-Jun,81,240,23-Mar-73,University of Memphis
Jacque Vaughn,1998,2009,G,1-Jun,73,190,11-Feb-75,University of Kansas
Rashad Vaughn,2016,2018,G,6-Jun,78,202,16-Aug-96,"University of Nevada, Las Vegas"
Loy Vaught,1991,2001,F,9-Jun,81,230,27-Feb-68,University of Michigan
Pete Verhoeven,1982,1987,F,9-Jun,81,215,15-Feb-59,"California State University, Fresno"
Jan Vesely,2012,2014,F,11-Jun,83,240,24-Apr-90,
Gundars Vetra,1993,1993,F,6-Jun,78,195,22-May-67,
Joao Vianna,1992,1992,F,9-Jun,81,215,15-Nov-66,
Charlie Villanueva,2006,2016,F,11-Jun,83,232,24-Aug-84,University of Connecticut
Jay Vincent,1982,1990,F,7-Jun,79,220,10-Jun-59,Michigan State University
Sam Vincent,1986,1992,G,2-Jun,74,185,18-May-63,Michigan State University
Marcus Vinicius,2007,2008,F,8-Jun,80,225,31-May-84,
Fred Vinson,1995,2000,G,4-Jun,76,190,28-Jan-71,Georgia Institute of Technology
Gary Voce,1990,1990,F,9-Jun,81,240,24-Nov-65,University of Notre Dame
Alexander Volkov,1990,1992,C,10-Jun,82,218,28-Mar-64,
Noah Vonleh,2015,2018,F,10-Jun,82,240,24-Aug-95,Indiana University
Jake Voskuhl,2001,2009,C,11-Jun,83,245,1-Nov-77,University of Connecticut
Danny Vranes,1982,1988,F,7-Jun,79,210,29-Oct-58,University of Utah
Slavko Vranes,2004,2004,C,5-Jul,89,275,30-Jan-83,
Stojko Vrankovic,1991,1999,C,2-Jul,86,260,22-Jan-64,
Brett Vroman,1981,1981,C,Jul-00,84,220,25-Dec-55,"University of Nevada, Las Vegas"
Jackson Vroman,2005,2006,F,10-Jun,82,220,6-Jun-81,Iowa State University
Nikola Vucevic,2012,2018,C,Jul-00,84,260,24-Oct-90,University of Southern California
Sasha Vujacic,2005,2017,G,7-Jun,79,195,8-Mar-84,
Dwyane Wade,2004,2018,G,4-Jun,76,220,17-Jan-82,Marquette University
Mark Wade,1988,1990,G,11-May,71,160,15-Oct-65,"University of Nevada, Las Vegas"
Von Wafer,2006,2012,G,5-Jun,77,210,21-Jul-85,Florida State University
Dajuan Wagner,2003,2007,G,2-Jun,74,200,4-Feb-83,University of Memphis
Milt Wagner,1988,1991,G,5-Jun,77,185,20-Feb-63,University of Louisville
Dion Waiters,2013,2018,G,4-Jun,76,225,10-Dec-91,Syracuse University
Granville Waiters,1984,1988,C,11-Jun,83,225,8-Jan-61,Ohio State University
Antoine Walker,1997,2008,F,8-Jun,80,224,12-Aug-76,University of Kentucky
Darrell Walker,1984,1993,G,4-Jun,76,180,9-Mar-61,University of Arkansas
Henry Walker,2009,2015,F,6-Jun,78,220,9-Oct-87,Kansas State University
Kemba Walker,2012,2018,G,1-Jun,73,172,8-May-90,University of Connecticut
Kenny Walker,1987,1995,F,8-Jun,80,210,18-Aug-64,University of Kentucky
Samaki Walker,1997,2006,F,9-Jun,81,240,25-Feb-76,University of Louisville
John Wall,2011,2018,G,4-Jun,76,195,6-Sep-90,University of Kentucky
Ben Wallace,1997,2012,F,9-Jun,81,240,10-Sep-74,Virginia Union University
Gerald Wallace,2002,2015,F,7-Jun,79,215,23-Jul-82,University of Alabama
John Wallace,1997,2004,F,8-Jun,80,225,9-Feb-74,Syracuse University
Rasheed Wallace,1996,2013,F,10-Jun,82,225,17-Sep-74,University of North Carolina
Jamie Waller,1988,1988,G,4-Jun,76,215,20-Nov-64,Virginia Union University
Taurean Waller-Prince,2017,2018,F,8-Jun,80,220,22-Mar-94,Baylor University
Matt Walsh,2006,2006,G,6-Jun,78,205,2-Dec-82,University of Florida
Rex Walters,1994,2000,G,4-Jun,76,190,12-Mar-70,University of Kansas
Derrick Walton,2018,2018,G,1-Jun,73,189,3-Apr-95,University of Michigan
Luke Walton,2004,2013,F,8-Jun,80,235,28-Mar-80,University of Arizona
Charlie Ward,1995,2005,G,2-Jun,74,190,12-Oct-70,Florida State University
Casper Ware,2014,2014,G,10-May,70,175,17-Jan-90,"California State University, Long Beach"
T.J. Warren,2015,2018,F,8-Jun,80,230,5-Sep-93,North Carolina State University
Willie Warren,2011,2011,G,4-Jun,76,203,22-Oct-89,University of Oklahoma
Bryan Warrick,1983,1986,G,5-Jun,77,195,22-Jul-59,Saint Joseph's University
Hakim Warrick,2006,2013,F,9-Jun,81,219,8-Jul-82,Syracuse University
Chris Washburn,1987,1988,C,11-Jun,83,225,13-May-65,North Carolina State University
Darius Washington,2008,2008,G,2-Jun,74,195,6-Dec-85,University of Memphis
Duane Washington,1988,1993,G,4-Jun,76,195,31-Aug-64,Middle Tennessee State University
Eric Washington,1998,1999,G,4-Jun,76,190,23-Mar-74,University of Alabama
Pearl Washington,1987,1989,G,2-Jun,74,190,6-Jan-64,Syracuse University
Darryl Watkins,2008,2012,C,11-Jun,83,258,8-Nov-84,Syracuse University
C.J. Watson,2008,2017,G,2-Jun,74,175,17-Apr-84,University of Tennessee
Earl Watson,2002,2014,G,1-Jun,73,195,12-Jun-79,"University of California, Los Angeles"
Jamie Watson,1995,1999,F,7-Jun,79,190,23-Feb-72,University of South Carolina
Maalik Wayns,2013,2014,G,2-Jun,74,200,2-May-91,Villanova University
David Wear,2015,2015,F,10-Jun,82,230,21-Sep-90,"University of California, Los Angeles"
Travis Wear,2015,2015,F,10-Jun,82,230,21-Sep-90,"University of California, Los Angeles"
Clarence Weatherspoon,1993,2005,F,6-Jun,78,240,8-Sep-70,University of Southern Mississippi
Kyle Weaver,2009,2011,G,6-Jun,78,201,18-Feb-86,Washington State University
Marcus Webb,1993,1993,F,9-Jun,81,255,9-May-70,University of Alabama
Spud Webb,1986,1998,G,6-May,66,133,13-Jul-63,North Carolina State University
Chris Webber,1994,2008,F,9-Jun,81,245,1-Mar-73,University of Michigan
Briante Weber,2016,2018,G,2-Jun,74,165,29-Dec-92,Virginia Commonwealth University
Jeff Webster,1996,1996,F,8-Jun,80,232,19-Feb-71,University of Oklahoma
Martell Webster,2006,2015,G,7-Jun,79,230,4-Dec-86,
Sonny Weems,2009,2016,G,6-Jun,78,205,8-Jul-86,University of Arkansas
Brant Weidner,1984,1984,F,9-Jun,81,230,28-Oct-60,College of William & Mary
Bonzi Wells,1999,2008,G,5-Jun,77,210,28-Sep-76,Ball State University
Bubba Wells,1998,1998,F,5-Jun,77,230,26-Jul-74,Austin Peay State University
Chris Welp,1988,1990,C,Jul-00,84,245,2-Jan-64,University of Washington
Jiri Welsch,2003,2006,G,7-Jun,79,208,27-Jan-80,
Bill Wennington,1986,2000,C,Jul-00,84,245,26-Apr-63,St. John's University
Matt Wenstrom,1994,1994,C,1-Jul,85,250,4-Nov-70,University of North Carolina
Robert Werdann,1993,1997,C,11-Jun,83,250,12-Sep-70,St. John's University
David Wesley,1994,2007,G,Jun-00,72,190,14-Nov-70,Baylor University
David West,2004,2018,F,9-Jun,81,250,29-Aug-80,Xavier University
Delonte West,2005,2012,G,4-Jun,76,180,26-Jul-83,Saint Joseph's University
Doug West,1990,2001,G,6-Jun,78,200,27-May-67,Villanova University
Mario West,2008,2011,G,5-Jun,77,210,19-Jun-84,Georgia Institute of Technology
Mark West,1984,2000,C,10-Jun,82,230,5-Nov-60,Old Dominion University
Russell Westbrook,2009,2018,G,3-Jun,75,200,12-Nov-88,"University of California, Los Angeles"
Robert Whaley,2006,2006,C,10-Jun,82,260,16-Apr-82,Walsh University
Ennis Whatley,1984,1997,G,3-Jun,75,177,11-Aug-62,University of Alabama
DeJuan Wheat,1998,1999,G,Jun-00,72,165,14-Oct-73,University of Louisville
Clinton Wheeler,1988,1989,G,1-Jun,73,185,27-Oct-59,William Paterson University
Tyson Wheeler,1999,1999,G,10-May,70,165,8-Oct-75,University of Rhode Island
D.J. White,2009,2014,F,9-Jun,81,251,31-Aug-86,Indiana University
Derrick White,2018,2018,G,5-Jun,77,190,2-Jul-94,University of Colorado
Eric White,1988,1989,F,8-Jun,80,200,30-Dec-65,Pepperdine University
Jahidi White,1999,2005,F,9-Jun,81,290,19-Feb-76,Georgetown University
James White,2007,2013,G,7-Jun,79,200,21-Oct-82,University of Cincinnati
Okaro White,2017,2018,F,8-Jun,80,204,13-Aug-92,Florida State University
Randy White,1990,1994,F,8-Jun,80,240,4-Nov-67,Louisiana Tech University
Rodney White,2002,2005,F,9-Jun,81,238,28-Jun-80,University of North Carolina at Charlotte
Rory White,1983,1987,F,8-Jun,80,210,16-Aug-59,University of South Alabama
Royce White,2014,2014,F,8-Jun,80,270,10-Apr-91,Iowa State University
Tony White,1988,1988,G,2-Jun,74,170,15-Feb-65,University of Tennessee
Willie White,1985,1986,G,3-Jun,75,195,20-Aug-62,University of Tennessee at Chattanooga
Isaiah Whitehead,2017,2018,G,4-Jun,76,213,8-Mar-95,Seton Hall University
Donald Whiteside,1997,1998,G,10-May,70,160,25-Apr-69,Northern Illinois University
Hassan Whiteside,2011,2018,C,Jul-00,84,265,13-Jun-89,Marshall University
Dwayne Whitfield,1996,1996,F,9-Jun,81,240,21-Aug-72,Jackson State University
Chris Whitney,1994,2004,G,Jun-00,72,168,5-Oct-71,Clemson University
Hawkeye Whitney,1981,1982,G,5-Jun,77,235,22-Jun-57,North Carolina State University
Shayne Whittington,2015,2016,F,11-Jun,83,250,27-Mar-91,Western Michigan University
Andrew Wiggins,2015,2018,F,8-Jun,80,199,23-Feb-95,University of Kansas
Mitchell Wiggins,1984,1992,G,4-Jun,76,185,28-Sep-59,Florida State University
C.J. Wilcox,2015,2017,G,5-Jun,77,195,30-Dec-90,University of Washington
Chris Wilcox,2003,2013,F,10-Jun,82,221,3-Sep-82,University of Maryland
Jacob Wiley,2018,2018,F,7-Jun,79,215,4-Sep-94,Eastern Washington University
Michael Wiley,1981,1982,F,9-Jun,81,200,16-Oct-57,"California State University, Long Beach"
Morlon Wiley,1989,1995,G,4-Jun,76,185,24-Sep-66,"California State University, Long Beach"
James Wilkes,1981,1983,F,7-Jun,79,195,1-Apr-58,"University of California, Los Angeles"
Damien Wilkins,2005,2018,F,6-Jun,78,225,11-Jan-80,University of Georgia
Dominique Wilkins,1983,1999,F,7-Jun,79,200,12-Jan-60,University of Georgia
Eddie Lee Wilkins,1985,1993,F,10-Jun,82,220,7-May-62,Gardner-Webb University
Gerald Wilkins,1986,1999,G,6-Jun,78,185,11-Sep-63,University of Tennessee at Chattanooga
Jeff Wilkins,1981,1986,C,11-Jun,83,230,9-Mar-55,Illinois State University
Dale Wilkinson,1985,1985,F,10-Jun,82,220,18-Mar-60,Idaho State University
Mike Wilks,2003,2010,G,10-May,70,185,7-May-79,Rice University
Aaron Williams,1994,2008,F,9-Jun,81,220,2-Oct-71,Xavier University
Alan Williams,2016,2017,F,8-Jun,80,260,28-Jan-93,"University of California, Santa Barbara"
Alvin Williams,1998,2007,G,5-Jun,77,185,6-Aug-74,Villanova University
Brandon Williams,1998,2003,G,6-Jun,78,215,27-Feb-75,Davidson College
Buck Williams,1982,1998,F,8-Jun,80,215,8-Mar-60,University of Maryland
C.J. Williams,2018,2018,G,5-Jun,77,225,6-Feb-90,North Carolina State University
Corey Williams,1993,1994,G,2-Jun,74,190,24-Apr-70,Oklahoma State University
Deron Williams,2006,2017,G,3-Jun,75,200,26-Jun-84,University of Illinois at Urbana-Champaign
Derrick Williams,2012,2017,F,8-Jun,80,240,25-May-91,University of Arizona
Duck Williams,1980,1980,G,2-Jun,74,180,2-Aug-56,University of Notre Dame
Elliot Williams,2012,2016,G,5-Jun,77,190,20-Jun-89,University of Memphis
Eric Williams,1996,2007,F,8-Jun,80,220,17-Jul-72,Providence College
Frank Williams,2003,2005,G,3-Jun,75,212,25-Feb-80,University of Illinois at Urbana-Champaign
Guy Williams,1985,1986,F,9-Jun,81,200,1-Jul-60,Washington State University
Herb Williams,1982,1999,C,10-Jun,82,242,16-Feb-58,Ohio State University
Hot Rod Williams,1987,1999,F,11-Jun,83,215,9-Aug-62,Tulane University
Jason Williams,1999,2011,G,1-Jun,73,190,18-Nov-75,University of Florida
Jawad Williams,2009,2011,F,9-Jun,81,218,19-Feb-83,University of North Carolina
Jay Williams,2003,2003,G,2-Jun,74,195,10-Sep-81,Duke University
Jayson Williams,1991,1999,F,9-Jun,81,240,22-Feb-68,St. John's University
Jerome Williams,1997,2005,F,9-Jun,81,206,10-May-73,Georgetown University
John Williams,1987,1995,F,8-Jun,80,235,26-Oct-66,Louisiana State University
Jordan Williams,2012,2012,F,10-Jun,82,260,11-Oct-90,University of Maryland
Justin Williams,2007,2008,F,10-Jun,82,225,12-May-84,University of Wyoming
Kenny Williams,1991,1994,F,9-Jun,81,205,9-Jun-69,Elizabeth City State University
Kevin Williams,1984,1989,G,2-Jun,74,175,11-Sep-61,St. John's University
Lorenzo Williams,1993,2000,F,9-Jun,81,200,15-Jul-69,Stetson University
Lou Williams,2006,2018,G,1-Jun,73,175,27-Oct-86,
Marcus Williams,2007,2010,G,3-Jun,75,205,3-Dec-85,University of Connecticut
Marvin Williams,2006,2018,F,9-Jun,81,237,19-Jun-86,University of North Carolina
Matt Williams,2018,2018,G,5-Jun,77,210,14-Oct-93,University of Central Florida
Micheal Williams,1989,1999,G,2-Jun,74,175,23-Jul-66,Baylor University
Mike Williams,1990,1990,F,8-Jun,80,255,14-Aug-63,Bradley University
Mo Williams,2004,2016,G,1-Jun,73,198,19-Dec-82,University of Alabama
Monty Williams,1995,2003,F,8-Jun,80,225,8-Oct-71,University of Notre Dame
Pete Williams,1986,1987,F,7-Jun,79,190,10-Mar-65,University of Arizona
Reggie Williams,2010,2017,F,6-Jun,78,205,14-Sep-86,Virginia Military Institute
Rickey Williams,1983,1983,G,1-Jun,73,175,12-Mar-57,"California State University, Long Beach"
Rob Williams,1983,1984,G,2-Jun,74,175,5-May-61,University of Houston
Sam Williams,1982,1985,F,8-Jun,80,210,7-Mar-59,Arizona State University
Scott Williams,1991,2005,F,10-Jun,82,230,21-Mar-68,University of North Carolina
Sean Williams,2008,2012,C,10-Jun,82,235,13-Sep-86,Boston College
Shammond Williams,1999,2007,G,1-Jun,73,201,5-Apr-75,University of North Carolina
Shawne Williams,2007,2015,F,9-Jun,81,225,16-Feb-86,University of Memphis
Shelden Williams,2007,2012,F,9-Jun,81,250,21-Oct-83,Duke University
Sly Williams,1980,1986,F,7-Jun,79,210,26-Jan-58,University of Rhode Island
Terrence Williams,2010,2013,F,6-Jun,78,220,28-Jun-87,University of Louisville
Travis Williams,1998,1999,F,6-Jun,78,215,27-May-69,South Carolina State University
Troy Williams,2017,2018,F,7-Jun,79,218,30-Dec-94,Indiana University
Walt Williams,1993,2003,F,8-Jun,80,219,16-Apr-70,University of Maryland
Corliss Williamson,1996,2007,F,7-Jun,79,245,4-Dec-73,University of Arkansas
Kevin Willis,1985,2007,F,Jul-00,84,220,6-Sep-62,Michigan State University
Dedric Willoughby,2000,2000,G,3-Jun,75,180,27-May-74,Iowa State University
Bubba Wilson,1980,1980,G,3-Jun,75,175,7-Aug-55,Western Carolina University
D.J. Wilson,2018,2018,F,10-Jun,82,234,19-Feb-96,University of Michigan
Jamil Wilson,2018,2018,F,7-Jun,79,230,21-Nov-90,Marquette University
Michael Wilson,1984,1987,G,4-Jun,76,175,15-Sep-59,Marquette University
Nikita Wilson,1988,1988,F,8-Jun,80,200,25-Feb-64,Louisiana State University
Othell Wilson,1985,1987,G,Jun-00,72,190,26-Oct-61,University of Virginia
Ricky Wilson,1988,1988,G,3-Jun,75,195,16-Jul-64,George Mason University
Trevor Wilson,1991,1996,F,7-Jun,79,210,16-Mar-68,"University of California, Los Angeles"
Kyle Wiltjer,2017,2017,F,10-Jun,82,240,20-Oct-92,Gonzaga University
Kennard Winchester,1991,1993,G,5-Jun,77,210,3-Sep-66,Averett University
David Wingate,1987,2001,G,5-Jun,77,185,15-Dec-63,Georgetown University
Dontonio Wingfield,1995,1998,F,8-Jun,80,256,23-Jun-74,University of Cincinnati
Justise Winslow,2016,2018,F,7-Jun,79,225,26-Mar-96,Duke University
Rickie Winslow,1988,1988,F,8-Jun,80,225,26-Jul-64,University of Houston
Trevor Winter,1999,1999,C,Jul-00,84,275,7-Jan-74,University of Minnesota
Voise Winters,1986,1986,F,8-Jun,80,200,12-Oct-62,Bradley University
Jeff Withey,2014,2018,C,Jul-00,84,231,7-Mar-90,University of Kansas
Randy Wittman,1984,1992,G,6-Jun,78,210,28-Oct-59,Indiana University
Garry Witts,1982,1982,G,7-Jun,79,190,3-Jul-59,College of the Holy Cross
Joe Wolf,1988,1999,F,11-Jun,83,230,17-Dec-64,University of North Carolina
Ruben Wolkowyski,2001,2003,F,10-Jun,82,270,30-Sep-73,
Nate Wolters,2014,2018,G,4-Jun,76,190,15-May-91,South Dakota State University
Al Wood,1982,1987,G,6-Jun,78,193,2-Jun-58,University of North Carolina
Christian Wood,2016,2017,F,11-Jun,83,220,27-Sep-95,"University of Nevada, Las Vegas"
David Wood,1989,1997,F,9-Jun,81,227,30-Nov-64,"University of Nevada, Reno"
Howard Wood,1982,1982,F,7-Jun,79,235,20-May-59,University of Tennessee
Leon Wood,1985,1991,G,3-Jun,75,185,25-Mar-62,"California State University, Fullerton"
Loren Woods,2002,2008,F,1-Jul,85,245,21-Jun-78,University of Arizona
Qyntel Woods,2003,2006,F,8-Jun,80,221,16-Feb-81,Northeast Mississippi Community College
Randy Woods,1993,1996,G,10-May,70,185,23-Sep-70,La Salle University
Mike Woodson,1981,1991,G,5-Jun,77,195,24-Mar-58,Indiana University
Orlando Woolridge,1982,1994,F,9-Jun,81,215,16-Dec-59,University of Notre Dame
Haywoode Workman,1990,2000,G,2-Jun,74,180,23-Jan-66,Oral Roberts University
Metta World Peace,2000,2017,F,6-Jun,78,260,13-Nov-79,St. John's University
Sam Worthen,1981,1982,G,5-Jun,77,195,17-Jan-58,Marquette University
James Worthy,1983,1994,F,9-Jun,81,225,27-Feb-61,University of North Carolina
Antoine Wright,2006,2011,G,7-Jun,79,210,6-Feb-84,Texas A&M University
Bracey Wright,2006,2007,G,3-Jun,75,210,1-Jul-84,Indiana University
Brad Wright,1987,1988,F,11-Jun,83,225,26-Mar-62,"University of California, Los Angeles"
Brandan Wright,2008,2018,F,10-Jun,82,210,5-Oct-87,University of North Carolina
Chris Wright,2012,2014,F,8-Jun,80,226,30-Sep-88,University of Dayton
Delon Wright,2016,2018,G,5-Jun,77,183,26-Apr-92,University of Utah
Dorell Wright,2005,2015,F,9-Jun,81,205,2-Dec-85,
Howard Wright,1991,1993,F,8-Jun,80,220,20-Dec-67,Stanford University
Julian Wright,2008,2011,F,8-Jun,80,225,20-May-87,University of Kansas
Lorenzen Wright,1997,2009,F,11-Jun,83,225,4-Nov-75,University of Memphis
Luther Wright,1994,1994,C,2-Jul,86,270,22-Sep-71,Seton Hall University
Sharone Wright,1995,1998,F,11-Jun,83,260,30-Jan-73,Clemson University
Tony Wroten,2013,2016,G,6-Jun,78,205,13-Apr-93,University of Washington
A.J. Wynder,1991,1991,G,2-Jun,74,180,11-Sep-64,Fairfield University
Guerschon Yabusele,2018,2018,F,7-Jun,79,260,17-Dec-95,
Vincent Yarbrough,2003,2003,G,7-Jun,79,210,21-Mar-81,University of Tennessee
Rich Yonakor,1982,1982,F,9-Jun,81,220,3-Oct-58,University of North Carolina
Danny Young,1985,1995,G,3-Jun,75,175,26-Jul-62,Wake Forest University
James Young,2015,2017,G,6-Jun,78,215,16-Aug-95,University of Kentucky
Joe Young,2016,2018,G,2-Jun,74,180,27-Jun-92,University of Oregon
Korleone Young,1999,1999,F,7-Jun,79,213,31-Dec-78,
Michael Young,1985,1990,F,7-Jun,79,220,2-Jan-61,University of Houston
Nick Young,2008,2018,G,7-Jun,79,210,1-Jun-85,University of Southern California
Perry Young,1987,1987,G,5-Jun,77,210,4-Aug-63,Virginia Polytechnic Institute and State University
Sam Young,2010,2013,F,6-Jun,78,220,1-Jun-85,University of Pittsburgh
Thaddeus Young,2008,2018,F,8-Jun,80,221,21-Jun-88,Georgia Institute of Technology
Tim Young,2000,2000,C,Jul-00,84,220,6-Feb-76,Stanford University
Sun Yue,2009,2009,G,9-Jun,81,205,6-Nov-85,
Cody Zeller,2014,2018,C,Jul-00,84,240,5-Oct-92,Indiana University
Luke Zeller,2013,2013,C,11-Jun,83,245,7-Apr-87,University of Notre Dame
